Date,No of Persons,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER
5,286,28.6,2.9,7.15,1.3,15.32142857,3.9,14.3,1,20.42857143,3.6,36.77142857,2.1,8.171428571,0,25.53571429,9.3,30.64285714,5.7,50.05,8.9,224.7142857,9.1,2.042857143,0.2,40.85714286,3.6,919.2857143,9,6.128571429,2.9,40.85714286,5.6,50.05,0.8,1021.428571,6.3,224.7142857,6.1,10.21428571,1.9,2.553571429,0.6
6,270,27,6.2,6.75,4.9,14.46428571,7.9,13.5,7.4,19.28571429,9.5,34.71428571,3.9,7.714285714,0,24.10714286,13.8,28.92857143,8.3,47.25,13.6,212.1428571,13.5,1.928571429,1,38.57142857,5,867.8571429,20.7,5.785714286,3.5,38.57142857,18.6,47.25,13.4,964.2857143,18.5,212.1428571,15.1,9.642857143,3,2.410714286,1
7,265,26.5,7,6.625,3.4,14.19642857,6.3,13.25,5.6,18.92857143,9.4,34.07142857,3.8,7.571428571,0,23.66071429,12.4,28.39285714,7,46.375,10.7,208.2142857,11.1,1.892857143,0.9,37.85714286,6.6,851.7857143,23.1,5.678571429,3.3,37.85714286,15.8,46.375,9.7,946.4285714,18.9,208.2142857,15.1,9.464285714,5.9,2.366071429,1
1,276,27.6,5.7,6.9,3.4,14.78571429,8.4,13.8,9.5,19.71428571,7.9,35.48571429,3.4,7.885714286,0,24.64285714,13.6,29.57142857,8.7,48.3,9.4,216.8571429,13.2,1.971428571,1.1,39.42857143,6.2,887.1428571,21.4,5.914285714,3.1,39.42857143,11.2,48.3,9.9,985.7142857,15.5,216.8571429,14.1,9.857142857,5.9,2.464285714,1
2,290,29,7.4,7.25,3.5,15.53571429,8.2,14.5,8.1,20.71428571,6.4,37.28571429,3.8,8.285714286,0,25.89285714,14.6,31.07142857,7.6,50.75,12.5,227.8571429,13.6,2.071428571,0.9,41.42857143,4.2,932.1428571,19.2,6.214285714,3.4,41.42857143,12.9,50.75,9.5,1035.714286,21.7,227.8571429,13.1,10.35714286,3.3,2.589285714,1
3,250,25,3.7,6.25,2.1,13.39285714,3.8,12.5,2,17.85714286,3,32.14285714,1.5,7.142857143,0,22.32142857,10.6,26.78571429,2.4,43.75,6,196.4285714,4.6,1.785714286,0.4,35.71428571,1.3,803.5714286,15.5,5.357142857,2.6,35.71428571,3.4,43.75,0.3,892.8571429,12.3,196.4285714,6.3,8.928571429,1.2,2.232142857,0.4
4,265,26.5,7.1,6.625,3.7,14.19642857,4.5,13.25,5,18.92857143,9.6,34.07142857,3.7,7.571428571,0,23.66071429,15.1,28.39285714,7,46.375,10.7,208.2142857,11.3,1.892857143,0.7,37.85714286,6.7,851.7857143,27.4,5.678571429,3.4,37.85714286,11.2,46.375,14.9,946.4285714,21.6,208.2142857,15,9.464285714,4.4,2.366071429,1
5,288,28.8,2.6,7.2,2.5,15.42857143,1,14.4,3.5,20.57142857,3.5,37.02857143,1.8,8.228571429,0,25.71428571,7.6,30.85714286,3.9,50.4,1.7,226.2857143,4.4,2.057142857,0.4,41.14285714,3.5,925.7142857,12.3,6.171428571,2.5,41.14285714,4.1,50.4,1.5,1028.571429,9.3,226.2857143,7.6,10.28571429,2,2.571428571,0.5
6,279,27.9,5.5,6.975,4.7,14.94642857,5.9,13.95,5.5,19.92857143,7.4,35.87142857,3.3,7.971428571,0,24.91071429,13.7,29.89285714,8,48.825,10.6,219.2142857,13.8,1.992857143,0.8,39.85714286,6.1,896.7857143,19.7,5.978571429,3.2,39.85714286,8.7,48.825,13.3,996.4285714,21.3,219.2142857,11.2,9.964285714,3.3,2.491071429,1
7,292,29.2,2,7.3,2.1,15.64285714,1.3,14.6,4.7,20.85714286,4.7,37.54285714,2.6,8.342857143,0,26.07142857,6.5,31.28571429,4.6,51.1,6.2,229.4285714,9.4,2.085714286,0.1,41.71428571,2.3,938.5714286,14.4,6.257142857,1,41.71428571,2.6,51.1,2.4,1042.857143,10.5,229.4285714,10.5,10.42857143,2.1,2.607142857,0
1,250,25,3.9,6.25,1.6,13.39285714,1.7,12.5,4.6,17.85714286,4.9,32.14285714,1.8,7.142857143,0,22.32142857,9.9,26.78571429,4.7,43.75,1.8,196.4285714,7,1.785714286,0.3,35.71428571,1.9,803.5714286,15.3,5.357142857,2.4,35.71428571,7.2,43.75,1.8,892.8571429,8.6,196.4285714,8.5,8.928571429,1.5,2.232142857,0.6
2,283,28.3,8.7,7.075,3.8,15.16071429,6.3,14.15,5.6,20.21428571,7.9,36.38571429,3.9,8.085714286,0,25.26785714,11.4,30.32142857,8,49.525,9.4,222.3571429,11.6,2.021428571,0.9,40.42857143,4.8,909.6428571,24.4,6.064285714,3.9,40.42857143,14.2,49.525,8.5,1010.714286,18.1,222.3571429,15.2,10.10714286,4.9,2.526785714,1
3,301,30.1,3.7,7.525,2.2,16.125,3.9,15.05,3.8,21.5,4.7,38.7,1.7,8.6,0,26.875,5.6,32.25,3.7,52.675,4.5,236.5,7.9,2.15,0.3,43,3.1,967.5,14.7,6.45,2.4,43,4.5,52.675,2.1,1075,9.5,236.5,6.9,10.75,1.3,2.6875,0.1
4,277,27.7,8,6.925,3.9,14.83928571,5.6,13.85,6.5,19.78571429,7.2,35.61428571,3.8,7.914285714,0,24.73214286,12.7,29.67857143,7.7,48.475,11.1,217.6428571,12.6,1.978571429,1.1,39.57142857,6,890.3571429,17,5.935714286,3.3,39.57142857,18,48.475,12.4,989.2857143,14.5,217.6428571,13.3,9.892857143,5.5,2.473214286,1
5,271,27.1,7.9,6.775,4.1,14.51785714,6.7,13.55,9.3,19.35714286,5.4,34.84285714,3.6,7.742857143,0,24.19642857,14.4,29.03571429,7,47.425,11.5,212.9285714,11.3,1.935714286,0.5,38.71428571,4.4,871.0714286,26,5.807142857,3.5,38.71428571,9.4,47.425,8.1,967.8571429,21.1,212.9285714,13,9.678571429,3.8,2.419642857,1
6,299,29.9,8.7,7.475,3.3,16.01785714,4.9,14.95,7.4,21.35714286,8.1,38.44285714,3.1,8.542857143,0,26.69642857,14.1,32.03571429,8.6,52.325,12,234.9285714,13.8,2.135714286,0.5,42.71428571,4.5,961.0714286,22.5,6.407142857,3.4,42.71428571,15,52.325,11.7,1067.857143,16.7,234.9285714,13.5,10.67857143,4.7,2.669642857,1
7,294,29.4,6.6,7.35,3.5,15.75,7.7,14.7,8.3,21,7.3,37.8,3.7,8.4,0,26.25,15,31.5,8.5,51.45,11.6,231,13,2.1,0.7,42,6.8,945,21.3,6.3,3,42,16.7,51.45,13.8,1050,16.2,231,11.7,10.5,3.1,2.625,1
1,258,25.8,6.3,6.45,3.7,13.82142857,4.9,12.9,6.3,18.42857143,7.9,33.17142857,3.3,7.371428571,0,23.03571429,12.1,27.64285714,6.4,45.15,11,202.7142857,13.8,1.842857143,1.1,36.85714286,5.6,829.2857143,22.5,5.528571429,3,36.85714286,17.9,45.15,10.6,921.4285714,19,202.7142857,11.6,9.214285714,3.3,2.303571429,1
2,296,29.6,7.9,7.4,4.3,15.85714286,5.1,14.8,9.4,21.14285714,9.6,38.05714286,3.5,8.457142857,0,26.42857143,13.9,31.71428571,8.6,51.8,12,232.5714286,11.4,2.114285714,1.2,42.28571429,4.2,951.4285714,26.1,6.342857143,3.3,42.28571429,15.8,51.8,9.4,1057.142857,18.7,232.5714286,15,10.57142857,5,2.642857143,1
3,306,30.6,5.5,7.65,4.2,16.39285714,4.3,15.3,8.4,21.85714286,9.2,39.34285714,3.9,8.742857143,0,27.32142857,13.3,32.78571429,6,53.55,11.2,240.4285714,11.4,2.185714286,0.7,43.71428571,5.6,983.5714286,23.3,6.557142857,3.5,43.71428571,20.6,53.55,13.9,1092.857143,18.9,240.4285714,15.9,10.92857143,3.6,2.732142857,1
4,294,29.4,7.3,7.35,4.3,15.75,6.9,14.7,6.9,21,6.6,37.8,3.3,8.4,0,26.25,11.7,31.5,6.4,51.45,9.3,231,13.7,2.1,0.5,42,4.4,945,22.5,6.3,3.6,42,19,51.45,10.4,1050,14,231,14.4,10.5,3.9,2.625,1
5,295,29.5,4.6,7.375,2.6,15.80357143,3.1,14.75,1.3,21.07142857,3.8,37.92857143,1.2,8.428571429,0,26.33928571,10.5,31.60714286,2.4,51.625,6.7,231.7857143,6.4,2.107142857,0.3,42.14285714,1,948.2142857,9.3,6.321428571,2.9,42.14285714,5.5,51.625,6.8,1053.571429,9.9,231.7857143,8.9,10.53571429,2.2,2.633928571,0.8
6,281,28.1,5.5,7.025,3.6,15.05357143,6.7,14.05,6,20.07142857,6.2,36.12857143,3.4,8.028571429,0,25.08928571,13.7,30.10714286,7.5,49.175,13.4,220.7857143,11.6,2.007142857,0.8,40.14285714,6.3,903.2142857,20.4,6.021428571,3.6,40.14285714,18.9,49.175,12.5,1003.571429,16.3,220.7857143,15,10.03571429,5.1,2.508928571,1
7,266,26.6,6.9,6.65,3.5,14.25,4.4,13.3,8.2,19,9,34.2,3.4,7.6,0,23.75,12.9,28.5,7.4,46.55,9.2,209,11.4,1.9,1.1,38,6.5,855,17.2,5.7,3.8,38,16.1,46.55,9.4,950,18.1,209,14.1,9.5,4,2.375,1
1,253,25.3,7,6.325,3.9,13.55357143,8.9,12.65,8.5,18.07142857,5.3,32.52857143,3.4,7.228571429,0,22.58928571,14,27.10714286,8.9,44.275,11.8,198.7857143,11.2,1.807142857,0.5,36.14285714,5.4,813.2142857,23.1,5.421428571,3.3,36.14285714,17.2,44.275,13,903.5714286,16.2,198.7857143,12,9.035714286,4.8,2.258928571,1
2,286,28.6,1.4,7.15,1.1,15.32142857,1,14.3,1,20.42857143,3.7,36.77142857,1.3,8.171428571,0,25.53571429,6.3,30.64285714,4.4,50.05,7.7,224.7142857,6.5,2.042857143,0.4,40.85714286,2,919.2857143,10.7,6.128571429,1.3,40.85714286,6.6,50.05,6.3,1021.428571,10.5,224.7142857,7.8,10.21428571,1.4,2.553571429,0.4
3,267,26.7,7.3,6.675,4.5,14.30357143,7.7,13.35,9.9,19.07142857,6.7,34.32857143,3.3,7.628571429,0,23.83928571,13.5,28.60714286,8.7,46.725,13.7,209.7857143,12.8,1.907142857,1.2,38.14285714,5.7,858.2142857,20.9,5.721428571,3,38.14285714,17.5,46.725,8.9,953.5714286,19.8,209.7857143,13,9.535714286,5.8,2.383928571,1
4,257,25.7,7.1,6.425,3.3,13.76785714,7.1,12.85,5.3,18.35714286,5.8,33.04285714,3.3,7.342857143,0,22.94642857,15.9,27.53571429,7.2,44.975,12.3,201.9285714,11.4,1.835714286,0.7,36.71428571,7.3,826.0714286,18.9,5.507142857,3.4,36.71428571,15.6,44.975,12.5,917.8571429,15.6,201.9285714,12.4,9.178571429,3.3,2.294642857,1
5,254,25.4,8.5,6.35,3.7,13.60714286,7.7,12.7,7.1,18.14285714,5,32.65714286,3.3,7.257142857,0,22.67857143,14.7,27.21428571,7.3,44.45,12.3,199.5714286,12.6,1.814285714,1,36.28571429,5.7,816.4285714,22.1,5.442857143,3.7,36.28571429,13.4,44.45,8.1,907.1428571,21.3,199.5714286,15.9,9.071428571,4,2.267857143,1
6,301,30.1,6.1,7.525,4.5,16.125,5.5,15.05,8.4,21.5,8.9,38.7,3.2,8.6,0,26.875,13.6,32.25,6.8,52.675,15.3,236.5,11.3,2.15,0.9,43,7.8,967.5,27,6.45,3.4,43,17.8,52.675,10.5,1075,18.2,236.5,14.6,10.75,4.6,2.6875,1
7,277,27.7,3.4,6.925,2.7,14.83928571,1.5,13.85,2.2,19.78571429,3.7,35.61428571,2.8,7.914285714,0,24.73214286,9.5,29.67857143,4.5,48.475,2.5,217.6428571,8.5,1.978571429,0.3,39.57142857,3.9,890.3571429,9.1,5.935714286,2.2,39.57142857,4.1,48.475,1.9,989.2857143,11.6,217.6428571,6.7,9.892857143,1.5,2.473214286,0.1
1,272,27.2,5.4,6.8,3.1,14.57142857,8.2,13.6,8.1,19.42857143,9.5,34.97142857,3.3,7.771428571,0,24.28571429,14.5,29.14285714,7.8,47.6,14.9,213.7142857,11.6,1.942857143,0.6,38.85714286,4.1,874.2857143,23.7,5.828571429,3.5,38.85714286,10.7,47.6,13.9,971.4285714,21.7,213.7142857,13.2,9.714285714,4.6,2.428571429,1
2,263,26.3,5.9,6.575,3,14.08928571,7.3,13.15,8.6,18.78571429,9.3,33.81428571,3.7,7.514285714,0,23.48214286,14.5,28.17857143,8.8,46.025,14.6,206.6428571,12,1.878571429,1,37.57142857,7.4,845.3571429,19.1,5.635714286,3.6,37.57142857,8.3,46.025,10.8,939.2857143,16.5,206.6428571,14.1,9.392857143,4.7,2.348214286,1
3,250,25,8.4,6.25,3.7,13.39285714,4.4,12.5,5.5,17.85714286,9.5,32.14285714,3.2,7.142857143,0,22.32142857,11.4,26.78571429,8.3,43.75,14.6,196.4285714,13.4,1.785714286,1,35.71428571,4.5,803.5714286,17.3,5.357142857,3.8,35.71428571,9.8,43.75,10.5,892.8571429,21.5,196.4285714,13.2,8.928571429,3.9,2.232142857,1
4,284,28.4,4.8,7.1,2.3,15.21428571,2.4,14.2,4.1,20.28571429,1.8,36.51428571,2,8.114285714,0,25.35714286,10.9,30.42857143,4.2,49.7,1.8,223.1428571,7.1,2.028571429,0.2,40.57142857,3.8,912.8571429,12.2,6.085714286,2.8,40.57142857,2.2,49.7,2.4,1014.285714,12,223.1428571,7.2,10.14285714,2.5,2.535714286,0.9
5,266,26.6,4.3,6.65,2.6,14.25,3.1,13.3,3.5,19,2.8,34.2,1.9,7.6,0,23.75,8.3,28.5,3.7,46.55,2,209,9,1.9,0.4,38,2.4,855,13.3,5.7,2.4,38,2.4,46.55,6.9,950,11.8,209,8.6,9.5,2.3,2.375,0
6,275,27.5,6.7,6.875,4.8,14.73214286,4.9,13.75,8.9,19.64285714,5.7,35.35714286,3.3,7.857142857,0,24.55357143,12.9,29.46428571,8,48.125,15.6,216.0714286,12.3,1.964285714,0.8,39.28571429,7.4,883.9285714,27.1,5.892857143,3.7,39.28571429,19.3,48.125,13.6,982.1428571,21.6,216.0714286,11,9.821428571,4.4,2.455357143,1
7,280,28,5.6,7,4.9,15,7.8,14,7,20,5.1,36,3,8,0,25,11.5,30,7.1,49,11.8,220,13,2,0.9,40,7.2,900,18.7,6,3.3,40,19.9,49,13.8,1000,16.4,220,14.2,10,5.3,2.5,1
1,285,28.5,4.4,7.125,2.6,15.26785714,2.2,14.25,2,20.35714286,2.8,36.64285714,1.4,8.142857143,0,25.44642857,7.1,30.53571429,2.4,49.875,4.9,223.9285714,6.4,2.035714286,0.3,40.71428571,3.3,916.0714286,11.5,6.107142857,2.8,40.71428571,2.7,49.875,4.1,1017.857143,13.4,223.9285714,8.1,10.17857143,2.9,2.544642857,0.8
2,283,28.3,3.5,7.075,1.3,15.16071429,1.2,14.15,2.7,20.21428571,3.3,36.38571429,1.2,8.085714286,0,25.26785714,10.6,30.32142857,4.2,49.525,5.7,222.3571429,8.3,2.021428571,0.1,40.42857143,3.6,909.6428571,15.2,6.064285714,1.6,40.42857143,2.5,49.525,6.2,1010.714286,6.6,222.3571429,10.1,10.10714286,2.4,2.526785714,0.8
3,291,29.1,2.7,7.275,2.8,15.58928571,3.2,14.55,1.1,20.78571429,3.4,37.41428571,2.2,8.314285714,0,25.98214286,9,31.17857143,4.9,50.925,2.2,228.6428571,10.5,2.078571429,0.2,41.57142857,2.5,935.3571429,13.3,6.235714286,2.4,41.57142857,2.3,50.925,6.6,1039.285714,6.9,228.6428571,6,10.39285714,2.1,2.598214286,0.7
4,304,30.4,8.1,7.6,4.7,16.28571429,8.1,15.2,5.2,21.71428571,8.3,39.08571429,3.2,8.685714286,0,27.14285714,15.9,32.57142857,8.4,53.2,13.7,238.8571429,11.7,2.171428571,0.6,43.42857143,7.3,977.1428571,18.2,6.514285714,3.6,43.42857143,10.8,53.2,9.1,1085.714286,14.3,238.8571429,11.3,10.85714286,5.9,2.714285714,1
5,266,26.6,8,6.65,3.9,14.25,8.8,13.3,5.6,19,5.3,34.2,3.7,7.6,0,23.75,14.8,28.5,6.6,46.55,15.8,209,12.7,1.9,0.5,38,5.2,855,26.5,5.7,3.2,38,9.1,46.55,12.5,950,17.8,209,12.8,9.5,4.3,2.375,1
6,286,28.6,1.3,7.15,2.7,15.32142857,1.5,14.3,1.6,20.42857143,1.6,36.77142857,1.3,8.171428571,0,25.53571429,10.9,30.64285714,2.2,50.05,6.8,224.7142857,6.1,2.042857143,0.3,40.85714286,2.3,919.2857143,9.1,6.128571429,2.5,40.85714286,2.7,50.05,3.3,1021.428571,8,224.7142857,6.2,10.21428571,2.6,2.553571429,0.9
7,256,25.6,5.3,6.4,3.7,13.71428571,5.7,12.8,7.3,18.28571429,7.3,32.91428571,3.5,7.314285714,0,22.85714286,14.9,27.42857143,8.8,44.8,14.4,201.1428571,12.4,1.828571429,0.7,36.57142857,6.3,822.8571429,26.4,5.485714286,3.6,36.57142857,11.2,44.8,12.8,914.2857143,19.2,201.1428571,15.9,9.142857143,4.7,2.285714286,1
1,259,25.9,7.8,6.475,3.3,13.875,5.7,12.95,7.5,18.5,5.8,33.3,3,7.4,0,23.125,14.5,27.75,6.1,45.325,12.4,203.5,12,1.85,0.7,37,7.1,832.5,22.1,5.55,3.3,37,8,45.325,13.3,925,15.8,203.5,12.7,9.25,3.4,2.3125,1
2,281,28.1,6,7.025,4.2,15.05357143,6.1,14.05,8.1,20.07142857,8.5,36.12857143,3.1,8.028571429,0,25.08928571,14.5,30.10714286,6.1,49.175,11.5,220.7857143,11.4,2.007142857,0.6,40.14285714,5,903.2142857,21.4,6.021428571,3.6,40.14285714,16.2,49.175,13.8,1003.571429,19.1,220.7857143,12.8,10.03571429,3.3,2.508928571,1
3,264,26.4,4.3,6.6,1.5,14.14285714,1.3,13.2,2.2,18.85714286,1.6,33.94285714,1.8,7.542857143,0,23.57142857,9.2,28.28571429,2.8,46.2,3.4,207.4285714,9.7,1.885714286,0.3,37.71428571,3.5,848.5714286,9.8,5.657142857,1.7,37.71428571,7.2,46.2,6.4,942.8571429,12.8,207.4285714,10.4,9.428571429,2.3,2.357142857,0.6
4,283,28.3,3,7.075,1.1,15.16071429,1.9,14.15,4,20.21428571,3,36.38571429,1.6,8.085714286,0,25.26785714,5.4,30.32142857,2.1,49.525,1.5,222.3571429,6.6,2.021428571,0.3,40.42857143,1.7,909.6428571,15.5,6.064285714,2.8,40.42857143,6.2,49.525,1.8,1010.714286,12.8,222.3571429,10.5,10.10714286,2.6,2.526785714,0.1
5,290,29,4.3,7.25,1.1,15.53571429,3.9,14.5,2.6,20.71428571,1.6,37.28571429,1.9,8.285714286,0,25.89285714,6.7,31.07142857,2.7,50.75,2.8,227.8571429,10.7,2.071428571,0.2,41.42857143,3,932.1428571,15.5,6.214285714,1.8,41.42857143,6,50.75,1.1,1035.714286,11.1,227.8571429,8.7,10.35714286,1.5,2.589285714,0.3
6,269,26.9,7,6.725,4.6,14.41071429,4.8,13.45,8.4,19.21428571,6.5,34.58571429,3.8,7.685714286,0,24.01785714,15.2,28.82142857,7.2,47.075,13.4,211.3571429,13.8,1.921428571,0.9,38.42857143,7.1,864.6428571,21,5.764285714,3.3,38.42857143,10,47.075,9.8,960.7142857,20.2,211.3571429,11.5,9.607142857,3.3,2.401785714,1
7,265,26.5,2.1,6.625,1.1,14.19642857,1.6,13.25,4.1,18.92857143,4.5,34.07142857,2.7,7.571428571,0,23.66071429,5.2,28.39285714,2.1,46.375,2.5,208.2142857,7.8,1.892857143,0.2,37.85714286,2.8,851.7857143,16.5,5.678571429,2.8,37.85714286,5.6,46.375,4,946.4285714,8.6,208.2142857,8.5,9.464285714,1.8,2.366071429,0.2
1,274,27.4,4.2,6.85,2.4,14.67857143,3.3,13.7,3.2,19.57142857,3.2,35.22857143,1.9,7.828571429,0,24.46428571,8.9,29.35714286,5.3,47.95,5.9,215.2857143,9.5,1.957142857,0.1,39.14285714,3,880.7142857,15.3,5.871428571,2.8,39.14285714,2.8,47.95,7.7,978.5714286,7.9,215.2857143,9,9.785714286,2.6,2.446428571,0.7
2,266,26.6,6.7,6.65,3.9,14.25,6.6,13.3,6.2,19,8.8,34.2,3.2,7.6,0,23.75,15.3,28.5,6.4,46.55,11,209,12.5,1.9,1.2,38,6.8,855,17.5,5.7,3.1,38,8.1,46.55,10.8,950,15.2,209,11.1,9.5,5.6,2.375,1
3,305,30.5,7.8,7.625,4.5,16.33928571,8.9,15.25,6.2,21.78571429,7.6,39.21428571,3.5,8.714285714,0,27.23214286,12.7,32.67857143,8.9,53.375,14.6,239.6428571,13.4,2.178571429,0.8,43.57142857,7.6,980.3571429,25.1,6.535714286,3.7,43.57142857,10.5,53.375,10.4,1089.285714,18.7,239.6428571,13.8,10.89285714,3.9,2.723214286,1
4,284,28.4,6.3,7.1,3.5,15.21428571,5.1,14.2,7.9,20.28571429,5.6,36.51428571,3.4,8.114285714,0,25.35714286,12.9,30.42857143,7.6,49.7,10,223.1428571,13.9,2.028571429,0.7,40.57142857,7.3,912.8571429,24.5,6.085714286,3.6,40.57142857,10.7,49.7,11.5,1014.285714,15.4,223.1428571,13.5,10.14285714,4.9,2.535714286,1
5,270,27,5.1,6.75,3.8,14.46428571,8.3,13.5,9,19.28571429,7.7,34.71428571,3.4,7.714285714,0,24.10714286,13.5,28.92857143,8.9,47.25,13.8,212.1428571,12.5,1.928571429,1.1,38.57142857,4.9,867.8571429,18.7,5.785714286,3.1,38.57142857,16.8,47.25,9.8,964.2857143,18.1,212.1428571,12.6,9.642857143,3.5,2.410714286,1
6,263,26.3,6.7,6.575,4.3,14.08928571,5.3,13.15,9.9,18.78571429,8.5,33.81428571,3.2,7.514285714,0,23.48214286,12.1,28.17857143,7.5,46.025,9,206.6428571,13,1.878571429,0.5,37.57142857,6.1,845.3571429,21.9,5.635714286,3.7,37.57142857,13.3,46.025,11.3,939.2857143,20.6,206.6428571,13.4,9.392857143,5.2,2.348214286,1
7,274,27.4,1.7,6.85,2.8,14.67857143,1.2,13.7,3.2,19.57142857,4.8,35.22857143,2.6,7.828571429,0,24.46428571,4.7,29.35714286,5.8,47.95,1.2,215.2857143,9.7,1.957142857,0.3,39.14285714,1.7,880.7142857,14.2,5.871428571,2.7,39.14285714,6.5,47.95,2.5,978.5714286,9.2,215.2857143,7.5,9.785714286,2.8,2.446428571,0
1,288,28.8,1.6,7.2,1.8,15.42857143,1.4,14.4,1.8,20.57142857,3,37.02857143,1.7,8.228571429,0,25.71428571,6.9,30.85714286,4.8,50.4,7.5,226.2857143,4.4,2.057142857,0.1,41.14285714,3.7,925.7142857,16,6.171428571,2.9,41.14285714,6.4,50.4,4.1,1028.571429,9.1,226.2857143,8.1,10.28571429,1.4,2.571428571,0.3
2,273,27.3,8.4,6.825,3.5,14.625,6.9,13.65,6.5,19.5,5,35.1,3.2,7.8,0,24.375,11.9,29.25,7,47.775,14,214.5,12.5,1.95,0.9,39,5.7,877.5,22.9,5.85,3.9,39,14.9,47.775,13.8,975,15.9,214.5,15.5,9.75,3.4,2.4375,1
3,280,28,2.3,7,2.8,15,1.4,14,2.5,20,1.1,36,2.5,8,0,25,8.2,30,5.5,49,3.2,220,4.9,2,0.2,40,1.9,900,11.8,6,2.9,40,7.3,49,6.4,1000,9.4,220,10.8,10,1,2.5,0.9
4,288,28.8,8.2,7.2,3.7,15.42857143,7.4,14.4,6.7,20.57142857,8.3,37.02857143,3.1,8.228571429,0,25.71428571,12.1,30.85714286,6.8,50.4,15.3,226.2857143,11.7,2.057142857,0.9,41.14285714,4.1,925.7142857,17.2,6.171428571,3.3,41.14285714,19.6,50.4,13.5,1028.571429,15,226.2857143,14.1,10.28571429,5.3,2.571428571,1
5,306,30.6,1.2,7.65,1.2,16.39285714,1.9,15.3,3.8,21.85714286,1.8,39.34285714,1.6,8.742857143,0,27.32142857,8.6,32.78571429,5.9,53.55,3,240.4285714,9.1,2.185714286,0.2,43.71428571,1.9,983.5714286,14.3,6.557142857,1.8,43.71428571,2.1,53.55,4.4,1092.857143,7.4,240.4285714,6.7,10.92857143,1.6,2.732142857,0
6,278,27.8,6.6,6.95,4.4,14.89285714,4.5,13.9,5.7,19.85714286,9.4,35.74285714,3.4,7.942857143,0,24.82142857,14.7,29.78571429,8.1,48.65,13.7,218.4285714,11.7,1.985714286,0.5,39.71428571,7,893.5714286,20.9,5.957142857,3.7,39.71428571,12.1,48.65,12.9,992.8571429,20.5,218.4285714,12.8,9.928571429,3.8,2.482142857,1
7,260,26,8.7,6.5,4.8,13.92857143,8.1,13,8.3,18.57142857,7.8,33.42857143,3.8,7.428571429,0,23.21428571,11.4,27.85714286,7.2,45.5,12.6,204.2857143,12,1.857142857,0.6,37.14285714,6,835.7142857,19.3,5.571428571,3.6,37.14285714,16.8,45.5,14.3,928.5714286,16.1,204.2857143,13.4,9.285714286,3.8,2.321428571,1
1,304,30.4,2,7.6,2.9,16.28571429,3.3,15.2,1.6,21.71428571,3.5,39.08571429,2.3,8.685714286,0,27.14285714,5.1,32.57142857,2.5,53.2,2.3,238.8571429,9.1,2.171428571,0.4,43.42857143,3.1,977.1428571,15.2,6.514285714,1.9,43.42857143,5.1,53.2,7.5,1085.714286,12.5,238.8571429,9,10.85714286,1,2.714285714,0.1
2,260,26,8.9,6.5,4.2,13.92857143,7.3,13,8.7,18.57142857,6.9,33.42857143,3.9,7.428571429,0,23.21428571,11,27.85714286,6.3,45.5,9.6,204.2857143,11.5,1.857142857,0.6,37.14285714,7,835.7142857,26.3,5.571428571,3.9,37.14285714,12.9,45.5,12.4,928.5714286,17.6,204.2857143,15,9.285714286,4.6,2.321428571,1
3,261,26.1,5,6.525,3.2,13.98214286,8.5,13.05,9.8,18.64285714,6.5,33.55714286,3.7,7.457142857,0,23.30357143,14.4,27.96428571,7.4,45.675,12.7,205.0714286,13.5,1.864285714,0.7,37.28571429,6.6,838.9285714,20.7,5.592857143,3.8,37.28571429,10,45.675,13.5,932.1428571,16.4,205.0714286,11.1,9.321428571,5,2.330357143,1
4,302,30.2,5.4,7.55,4.7,16.17857143,7.8,15.1,6.7,21.57142857,9.9,38.82857143,3.1,8.628571429,0,26.96428571,11.6,32.35714286,7,52.85,15.8,237.2857143,13.5,2.157142857,1.1,43.14285714,6.3,970.7142857,20.9,6.471428571,3.3,43.14285714,11.2,52.85,11.2,1078.571429,18.5,237.2857143,12.9,10.78571429,4.6,2.696428571,1
5,273,27.3,5.7,6.825,3.9,14.625,8.6,13.65,9.6,19.5,6.8,35.1,3.6,7.8,0,24.375,13.7,29.25,8.9,47.775,14.7,214.5,12.6,1.95,1.1,39,4.3,877.5,19.4,5.85,3.6,39,16.6,47.775,12.9,975,21.4,214.5,15.4,9.75,3,2.4375,1
6,254,25.4,6.8,6.35,3.5,13.60714286,7.4,12.7,5.7,18.14285714,6.2,32.65714286,3.8,7.257142857,0,22.67857143,13.7,27.21428571,7,44.45,12.7,199.5714286,13.6,1.814285714,0.5,36.28571429,5.9,816.4285714,20.1,5.442857143,3.2,36.28571429,10.8,44.45,8,907.1428571,19.3,199.5714286,11.2,9.071428571,3.1,2.267857143,1
